node,relation_nodes
420265809,"420266482,2174824856,2181490588,420265828,420266449,420265843,420266654,420266588,1736755354,2164044659,2164044601,2164121813,2164121814,2164121626,2164121390,2178500944,2168682528,2168887392,2168887478,2178059207,2168887527,2170750591,2173660900,2173660600,420265830,2175276467,2175276272,2175276434,2178059235,3221495198,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2179875726,2186707292,2168887525,420265824,6157736603,6157816043,6157816054,6157820335,6157820347,4290306491"
420266482,"420266402,420265809,4779272262,1726781817,420266449,420266799,420266491,420266654,420266108,420266461,2164044601,2168887478,2168887527,2170972745,2173660900,2173660600,2175276272,2175276434,3221495198,2181321311,2179875726,2190739776,2461400798,2461400800,3641738795,420266311,5444690812,5444653531,5720562696,6149050677,6149085411,6149085448,6157816043,6157816054,6157816081,6157820310,6157820313,6157820335,6157820304"
420266358,"420265828,420266374,2183061102,2183061159,2186707475,2186707546,2186707514,2186707301,2190742036,2190742078,2190742093,420266274,2164910772"
420265828,"420265883,420266358,1736755354,420265809,420266374,420265830,2175276411,2175276467,2178059301,2178059275,2178059328,2178452478,2178452559,2178452445,2183061102,2183061159,2186707292,2186707475,2186707546,2186707514,2186707301,2190742036,2190742078,2190742093,420265824,420266274,2164910772"
420266791,"420266540,420266783,2987273573,1726781754"
1726781754,"420266782,420266791,420266744,420266068,1726781737,420266787,2092582356,2174686265,1726781733,4779272265,5446967790,420266780"
420266687,"5668274721,420266666,2190862705,420266685,420266668,420266354,420266783,420266782,1727016462,1726781676,5446966713,420266812"
5668274721,"2987273573,420266687"
420266461,"420266482,420266402,420266709,420266744"
420266709,"420266461,420266692,420266478,420266699,420266722,420266720,2173660743,2177218792,5971176482,2180045103,3635426759,1726781817,2999214881,6148990140,6148990154,6148990164,6148990173,6157736658,2180045087,6157736670,6157816077,420266767,6157820288"
420266652,"471244511,1736755095,2617008008,471244506,471244507,4283743338,1736755131"
471244511,"420266652,420266744,2899118185,420266328,3273592960,4290305735,5446967791"
420266436,"420266374,420266475,2178500980,2173689999,2179890407,2179890411"
420266374,"420266358,420265828,420266436,2179890437"
345366140,"1841070595,420265846,2174824833,420265868,2170728708,2170728725,2174824811,2170730394,2170730408,2170730401,1841070590,2174824825,2180045014,2190631042,2190631044,2271214774,1884243746,345366125,5023296104,5023298028,5023298060,5023298349,5023298340,5023298355,5023298362,5023298388,5023298386,5023298387,5023298391,6157729190,6157729199,6157729205"
420265846,"345366140,2174824856,420265868,2170728708,2170730401,2174824825"
420266692,"420266449,420266478,420266727,6157736666,420266717,420266699,420266722,420266720,420266709,420266574,2173660743,2173660708,2173660818,2174686602,2177218792,4290341028,2178476681,2178476151,2178476606,420266589,5971176482,2180045103,2183070472,2183070488,2183070381,5659178714,2186707450,3635426759,1726781817,420266569,2999214881,6148990140,6148990154,6148990164,6148990173,420266678,6157736658,6157736665,2180045087,6157736670,6157816077,2174686321"
420266478,"377671545,420266692,420266475,2178500980,420266717,420266699,420266722,420266720,420266709,1819473139,420265842,946186371,946186327,946186574,946186521,4290306585,2170972578,2173660743,2177218792,5971176482,2180045103,2190862632,2900202269,2617007630,2893899623,2893899635,2894676679,2894716025,3635426759,1726781817,2209950092,5158937502,5664365428,420265848,5664342423,2999214881,5699512107,6148990140,6148990154,6148990164,6148990173,6148990411,6148990428,6148990417,6148990442,6148990448,5699512106,6149050893,6157736658,2180045087,6157736670,6157816077"
470538283,"2987273573,420266502,2999211779,5446839001"
2987273573,"420266791,470538283,2195625503,420266614,5668274721,2092582355,5922526017"
345550907,"1726781669,2183725879,1334132751"
1726781669,"345550907,1334132750,471244485,420266393,1726781680,1736755265,2267838859"
1819473063,"471244487,1819473085,1819473068,1819473070,471244486,1819473065,1819473080,5677139136"
471244487,"1819473063,2183725578,1819473084,471244488,1726781641,1819473068,471244486,1819473065,5677137645,5677139136"
471244495,"471244498,5965472313,345550902,1726781660,1819473060,2183725849,1726781680,5677137648"
471244498,"471244495,471244488,345550926,1726781665,5677137648"
471244488,"471244498,471244487,2183725578,1726781641,5677137645"
471244498,"471244495,471244488,345550926,1726781665,5677137648"
471244501,"1736755095,1736755092,4283743349,4283743243,1736755213,4283743258,4283743232,4283743573,4283743733,5394587058,5402758913"
471244506,"420266652,1736755095"
1333318798,"1333303481,3512712612,3512583537"
1333303481,"1333698651,1333311079,420249446,1333315259,3512795173,3512790986"
1333394789,"420249005,1333394797,2991819236,1333333028,1333344691,1333361925,1333333047,3787131625,6040889066,6040889071,6513976516"
420249005,"3513926570,420248577,1333394789,420248835,420249198,1333333028,1333344728,1333344691,1333344727,1333361925,1333333047,3514452347,3757277956,3757641491,3760163835,3760163840,3760163841,3760188234,3761464390,1333372821,3765458409,3765458421,3765458425,3787131625,4076171124,4076171126,420249146,6040889066,6040889071,6336741750,3761464431,6336755991,6336755994,6532961025,6532969849,6533004927,6545851682,6513976516,6553407424,6553403952,6553439070"
420248362,"6539231488,6539231487,6509742461"
6539231488,"420248362,471537395"
420266402,"420266482,420266506,4683527466,5444156149,420266799,420266491,420266108,420266461,2170972745,2181321311,2190739776,2461400798,2461400800,3641738795,4683527929,420266311,5444690812,2201227398,5444653531,5720562696,6149050646,6149050677,6149085411,6149085448,6157816081,6157820310,6157820313,6157820304,2201227480"
420266506,"420266402,3226990411,2999211795,1726781793,4683527929,5666190638,6149050646"
3226990411,"420266694,420266506,420266502,420266540,420266542,1726781796,1726781798,1726781794,2092582366,2174686307,2190739791,2461400762,2999211801,5446838997,5916337526,6149050653,6149050659,6402094679"
420266694,"3226990411,420266543,420266780,3219704596,420266540,420266542,1726781796,1726781798,1726781794,2092582366,2174686307,2190739791,2461400762,5446838997,5446865107,5916337526,6149050653,6149050659,6149085426,6402094679"
471578546,"420266503,1726781793,1819473110"
420266503,"471578546,420266685,2092582355"
6530186476,"420249080,420249033,1333361924,420249081,1334198487,420249078,1334198615,6038434662,6038434668,6045746964,6531294016,420248485,6553521255,6553504666"
420249080,"420249012,3514391354,6530186476,6524294192"
471244511,"420266652,420266744,2899118185,420266328,3273592960,4290305735,5446967791"
420266744,"471244511,420266795,1726781754,420266461,420266068,420266740,420266328,2092582356,2173660884,2173660747,2173660741,2175276437,2178059324,2178059176,2181321145,1736755339,420266742,5446967790,5446967791,420266543,420266780,6157816073,6157816066,6157820318"
471244498,"471244495,471244488,345550926,1726781665,5677137648"
345550926,"471244498,5965472313"
471244487,"1819473063,2183725578,1819473084,471244488,1726781641,1819473068,471244486,1819473065,5677137645,5677139136"
2183725578,"471244487,471244488,1726781641,5677137645"
420266652,"471244511,1736755095,2617008008,471244506,471244507,4283743338,1736755131"
1736755095,"420266652,471244501,4283742680,471244506,471244507,2271214809,1736755092,4283743338,1736755014,1736755066,1736755027,2271214767,1736755120,2271214756,2271214759,4283742700,4283743476,1736755072,4283743349,1736755085,4283743243,4283743148,1736755213,4283743258,4283743232,4283743180,2271214794,4283742722,4283743573,1736755049,4283743343,4283743320,4283743333,4283743733,1736755037,4283743323,1736755087,4283742663,4283742694,5368452781,5394587058,5402758913,1736755131,1736755083,1736755013"
471244507,"420266652,1736755095,1736755189,4283743338,1736755131,4283743734,471244508"
1736755189,"471244507,4283743734,471244508"
420248468,420248461
420248461,"6570627770,420248463,2237312091,2237312082,3073615226,420513549,6570912115,6571008722,6571008724"
6150810631,"2237814559,2237804247,668585847,668585844,2237814560,4281263349,4281263294,6150810411,6513448215,6513463325,6513481448,6513506776"
2237814559,"5589299565,5589299596,5589299590,5589299589,5589299588,5589299592,6151994909,6151994950"
668585766,"668585767,3002202213,668585771,668585770,2237992877,5577321987,2237992845"
668585767,"668585766,668605116,3002202190,3002854922,3002874248,3002874256,3002874267,2237999801,3766851558"
6570627769,"668585842,2237312064,2237312839,6150233288,2237312081,4071043936,5589326746,6150025013,6150027000,6150027009,6150027004,6150233224,6150233243,6150233248,6150233308,6150233289,6152033221,6152033229,6164092393,668605122,3756956153,6570294785,668605120,6570451389,2237312060,6570458138,6570577161,6570577158,6164092386,6570620871,2237312087,6570620874"
668585842,668585841
668585842,668585841
668585841,"6150810631,5160833595,6150108612,6150108614,6150108616,6150108904,6150108910,6150233222,6513544608,6513544611,2237804249"
3002202174,"579498846,3002202169,4293657078,579498848,946186328,4281258752,1819473142,1819473141,4293657668,4293658303,4293658272,6150748921,6150748922,6150748928,6150748934,4281258671,6150748956"
579498846,"3002202174,668605116,579498848,946186387,946186328,4281258752,3002202181,4293658481,6150748921"
5577321970,"579498848,4281258369,5590681819,5577321971,4281258386,5590681820,5590681825,668685238,3002854908,668685237,3006869712"
579498848,"3002202174,579498846,946403778"
669267384,668685229
668685229,"669267384,946186402,946404072,2238039516,2238039536,668685228,4293652769"
1819473123,"3174072363,1819473138,4290305927,4290305977,4290305998,4290305908,4290305966,826189340,4290305986,826189618,4290305956,4293653655,4293655183,4293655391,826190687,4293655212,4293654511,4293653506,4293655266,4293654258,3174072413,4683317599,3174072423,4683317593,4683317512"
3174072363,"1819473123,3174072488,4290305908,4293653655,4293655183,4293655391,826190687,4293655212,4293654511,4293653506,4293655266,4293654258,3174072413,4683317599,3174072423,4683317593,4683317512"
668585771,"826189566,3002202213,668585766,668585770,2237992877,5577321987,2237992845"
826189566,"668585770,3002202167,2237992861,826189840,5590681682,5590681683"
110578453,"1617714276,4299993524,110578450,4294576025,4294575811,4294575828,4294575853,4294575789,4299993562,2558159108,110578451,1617714278"
1617714276,"110578453,1617714273,1617714278"
946186300,"946186402,946186445,946186486"
946186402,"946186300,668685229,946404072,2238039516,2238039536,668685228,4293652769"
3002202209,"946186387,3002874433,3002874267,3002202188,3002202199,3006869843"
946186387,"3002202209,579498846,668605116,3002202188,3002202199,3006869843"
1819473139,"377671545,420266478,4683527922,2183725517"
4683527922,"1819473139,4683527479,946186466,946186338,946186440,946186281,6308370865,2183725517,2576245965"
946186569,"946186287,946186588,946186326,946403763,946186547"
946186287,"946186569,946404104,2170972571,946186406,946186591,946186478,946186460"
946186464,"2173660920,420266475,2178500980,420266121,946186295,2168682558,2177218804,2178452567,5759152225,6148990156,946186449,946186438,946186528,946186238,2183070407"
2173660920,"946186464,946186449,946186438,946186528,946186238,2183070407"
946186441,"6308440253,946186549,946186255,946186550"
6308440253,"946186441,946186255"
946186434,"946186305,4683527439"
946186305,"946186434,946186582,946186460,946186588"
420265842,"377671545,420266478,946186530,946186409,946186393,946186351,5759141193"
946186451,"2183070397,420265840,946186564,2174686345,6148990398,946186530,946186409,946186393,946186351,5759141193"
946186452,"2170972571,946186566,946186252"
2170972571,"946186452,946404104,946186287,946186406,946186591,946186478,946186460,946186566,946186252"
946186543,"946186334,946186239,946186234,2173689997,6148990394"
946186234,"946186543,946186331,420266475,2178500980,946186453"
4683527439,"4290306595,946186434,946186368,4683527439,4683527452"
4290306595,"4683527439,946404104,2177221726"
946186371,"377671545,420266478,946186466,946186589"
946186466,"946186371,4683527479,4683527922,946186338,946186440,946186281,6308370865,946186589,2576245965"
946186546,"946186240,946186442,946186495,946186564"
946186240,"420266720,946186290,946186546,946186331,946186573,2174686291,2177218867,2178476201,946186442"
668585782,"946186314,3002202215,2237914895,946186523,946186342,4278651693,4281259902,4281259870,4293659240,4293659152,4278651534,4293659394,2237916117,4293659591,6148975905,6148975918,6148975934,6148975940"
946186314,"668585782,946186445,946186342"
946186306,"946186442,946186295,946186361,946186495,2174686276"
946186442,"946186546,946186306,946186240"
946186314,"668585782,946186445,946186342"
946186445,"946186314,946186300,946186486"
946186582,946186305
946186305,"946186434,946186582,946186460,946186588"
946186516,"668685216,668685225,2238014213,4278649221,4151088510,4151088515,4151088525,4151088554,4151088512,4151088498,2238039554,4151088495,946404094,946403903"
668685216,946186516
946186549,"946186255,946186338,946186550,946186441"
946186255,"946186441,6308440253,946186549"
946186566,"946186452,2170972571,946186253,946186252"
946186253,"946186566,946186440,946186389,946186550,946186478"
946186445,"946186314,946186300,946186486"
946186300,"946186402,946186445,946186486"
3002202196,"5590702672,3002202190,3002202195,3002202199,3002854924,3002854907,5590681807,5590681808"
5590702672,"3002202196,3002854896,3002854893,3002202162,5590702674,3002854924,3002854907,5590681807,5590681808"
946186327,"377671545,420266478,6148990416"
946186449,"946186464,2173660920,946186438,946186528,946186238,2183070407,6148990416"
946186326,"946186410,946186588,946186569,946403763,946186547"
946186410,"946186326,946404039,946404064,946186273"
946186560,"946186406,1819473168,4290306585,946186250,946404104,1819473162,1819473156,2177221712,2893544986,2893544987,2893547508,2894725634,6209731944,6209731947"
946186406,"946186560,946404104,946186287,2170972571,946186591,946186478,946186460"
946186328,"3002202174,579498846,5577321971,4281258752,6150748921,5590681822"
5577321971,"4281258369,5590681819,5577321970,4281258386,5590681820,5590681825"
946186295,"946186361,420266475,2178500980,420266121,946186464,2168682558,2177218804,2178452567,5759152225,6148990156,946186306,946186495,2174686276"
946186361,"946186295,420265840,2178476543,5661496824,946186306,946186495,420266574,2174686276"
946186250,"4683527904,946186560,946404104,946186455"
4683527904,"946186250,946186455"
946186495,"946186295,946186361,946186306,2174686276,946186546"
946186564,"2183070397,420265840,946186451,2174686345,6148990398,946186546"
668685238,
3002854908,
946186234,"946186543,946186331,420266475,2178500980,946186453"
946186331,"420266720,946186290,946186234,946186240,2174686291,2177218867,2178476201,2183070376"
946186276,"946186368,946186276,946186452"
946186276,"946186368,946186577,946186582"
946186523,"946186342,668585782,3002202215,4281259902,4281259870,4293659240,4293659152,4278651534,4293659394,2237916117,4293659591,6148975905,6148975918"
946186342,"668585782,946186314"
946186591,"946186289,946404104,946186287,2170972571,946186406,946186478,946186460,946186273,946186547,946186267,946186535,946186536"
