wayid,nodes
344310114,"3510541520,3510558164,3510558163,6521898596,3510593370,1410502770,3510593371,1410502799,4071018896,3510593374,6521934337"
344310232,"3510558165,6521898597,3510558162,6506367067,1410502726,1036552462,1036552759"
344311928,"3510537229,3510558169,3510558177,3510558165,3510558167,3510558166,3510558175,3510558176,6333710178,3510541518,3510558174,6333710177,3510558179,1036552313,3510558173,3510558180,3510541520,3510558172,3510558178,3510558168,3510558181,3510541524,3510558171,3510558170,3510537229"
344320435,"1036552738,3510649119,6511700490,3510649120,3510649121,3510621553,6040601285,3510621554,3510621555,3510621556,3510621557,3510621558,3510621559,3510621560,3510621561,3510621562,3510621563,3510621564,3510621565,3510621566,3510621570"
344320938,"1036552186,3510649829,3510649830,3510649831,3510649832,1036552763"
344320959,"3512716865,3510657072,3510657088,3510657073,3510657074,3510657075,3510657076,3510657077,3510657078,3510657079,3510657080,3510657081,3510657082,3510657083,3510657084,3510657085,3510657086,3510657087,6511700491,3510649829"
344517440,"1333318789,3512524136,6511672302,6519048467,6518971681,3512721901,3512524137,3512524138,3512524139,6519014085,3512524140,3512524141,6519014089,3512524142,3512524143,3512524144,3512524157,3512524145,6519127909,3512524146,6519127911,6519129343,3512524147,6519129345,3512524148,3512524149,3512524150,3757641497,3512524151,3512524152,3512524153,3512524154,3512524155,3512524156"
344532894,"420249446,6511536664,6511536663,3512712611,6518971649,6518971650,3512710676,3512583536"
344532983,"3512712611,3512712612"
344533399,"3512709852,3512714783,6040711590,6060082227,6511536667,3512714785,3512714786,3512714787,3512714788,6060082231,3512714789,3512714790,3512714791,6511537089,3512721898,6511596501,2702271526,6511596499,4080901189,6511683948,4080901190,3512715293,3512715294,3512715295,3512715296,3512715297,3512715298,3512715299,3512715300,3512715301,3512715302,3512715303,3512715304,3512715305,3512715306,6511683946,3510621570"
344533647,"3510621570,3512716865"
344735470,"3504394172,5578857773,5578857771,5578857772,3514798236"
344736573,"2236876112,2236876082"
344736604,"3080336292,5577390034"
347802749,"3503129806,5578857775,5578857774,5578857776,3540577162"
350623970,"3563707072,3563707073,3563707074,3080338862,3563707065,3080338937,3563707066,3080336284,3563707059,3563707060,3563707061,3563707067,3563707068,3563707069,3080338935,3563707070,3563707071,3080336320,3080338896,3563707062,3563707063,3563707064,3563707072"
350627584,"3563761310,3563761311,1334305648,3563761297,3563761306,3563761296,3563761298,3563761307,3563761295,3563761299,3563761300,3563761308,3563761312,1334305353,3563761301,3563761302,3077387255,3563767893,3563761309,3563761294,1334305400,3563761304,3563761305,3563761310"
352074336,"6525009319,2992135637,6525008525,2992135638,3065559065"
352083903,"3068632439,3065040714,3065040718,3065040719,6532335781,3065040720,3065040721,3065040722,3065040723,1334169767,3065040725,3065040726"
360619873,"3070396745,3651400827"
360619874,"3070396737,3070396630,3070396623,3070396608,3070396558"
360704136,"1759733951,3652636243,3652636025,3652636143,1759733953"
360704138,"1759733953,3652635664,6152125768,3652635684,3652636082,1759733951"
360704151,"3652635707,3652635686,3652636085,3652636184,3652636047,3652635667,6307149897,3652636104"
371747291,"3765412851,6509553604,3765412852,6506709317,3752972617,6506841387,3752972618,3752972619,6506841385,6148933218,3752971046,3752972620,6506837836,6165006086,3752976496"
371904112,"3754533974,6506814347,3754533975,6506814348,6509588966,3754533977,3754533978,3754521824,3754522828,3754522826,3754522836,1333699204,6509588967,6506814346,3754522825,6506814345,6509588965,3754523443,6509588964,3754522834,3754521820,3754522833,3754521821,3754533974"
371904249,"3754522834,6506814343,1333698851,6507001530,1333698780"
371905591,"3754533978,6506811188,6506730731,6164960129"
371906754,"3753009167,6506708298,6352710563"
372022859,"3752651076,1759885774,3754511074,1626463807,3752651077,6509007671,3752651078,3752651079"
372150012,"3756813337,3756813338,5160833389,5160833419,5593505344,6151722736,6511969875,3645116928,6511969873,6511969869,3080086562,6511969871,6511969868,3080086784"
372150383,"5160833518,5160833576,5160833575,6304672970,5160833574,5160833573,6513912969,5160833572,5160833514,5160833571,5160833517,3756820751,3756820750,3756820749,6568468108,5160833569,3514922524,5160833568,6519104675"
372150970,"3756830664,3756830665"
372150973,"5160833596,3756830668"
372151199,"3080086784,3756820747"
372151200,"3756833433,3080086579"
372160906,"2237261604,6524925782,2237261616,2992135362,2237261618,6524966009,6062519526,2237261652,2992135399,6524966007,2237261590,3514854979,2237261622,6524980632,3758578455,2237261649,3514854980,2237261610,6524975499,3756956179,6524975497,2237261595,3514854981,2237261586"
372220803,"2996145090,6542797809,6542521524,2996145114"
372300611,"3758528656,3758528655,3758528654,3758545078"
372303186,"1495033314,6524990382,2992135424,3514847499,1495033313,2992135417,6524982155,2992135405,2992135404,6524982157,2992135401,2992135395,6524980628,2992135391,6524980630,2992135385,2992135383,2992135384,6524966004,6553244456,2237261652,3514854978"
372310068,"1334305620,6514063524,6514058586"
372310069,"3758628446,6514063525,3758628447"
372319233,"6514053083,6514156826,6164093302,6151755228,5598615252,5598615246,6512177832"
372344262,"1334202769,5578857488,5578857487,3503075490,3080182154"
372425114,"3759834792,6518539667,6149891061,3759834793,3759834794,6518539666,6149892569,6518539664,6518539663,3759834795,6518539662,3759834796,5441310392,6518587636,3759834797,6518587634,3759834798,6518587629,3759834799,3759834800,3759834801,6518599095,6518599093,3759834803,6518599091,3759834804,3759834805,6518595121,3759834806,6518595119,3759834807,6518595118,6518595117,6518595116,3759834808,6518595940,6518595938,6518595935,6518595933,6518595932,6149139743,6518596004,3759834809,6518596007"
372425115,"6518596006,3759834811,6518596005,6518595931,3230311697,6518595934,3230311693,6518595936,6518595937,6518595939,3759829680,6518595115,6518595120,3759835489,6518595122,1335188607,3759832688,6518599090,1335188548,6518599092,6518599094,1335188479,3759832693,3759832691,3759832692,6518587635,3759832690,6518587637,3759832694,6518539661,1335188415,6518539660,5579203332,6518539668,1335188574,1335188504,6149705512,6149705519,6149705521,1335188533,5579203118,6149705491,6149705497,761235595,6149771337,6542763278,6542763279"
372432807,"5598615219,6512177835,6163640884,5598615253,6151755267,5598615247,3759032470,6151755226,6514156825,6514058594"
372563427,"3259983552,3259983549,6518998209,6518998206,3758679623,420248226,3758679621,420248223,3758679617,3758679616"
373000237,"3765407075,6506730730,6506811187,6509588967"
373000241,"1333698922,3753009143,1333699150,6509588939,1333698660,6509588940,3753009144,1333698739,6333710181"
373001870,"3765412849,3765412850,1333698645,6506604512,3075296876,3075296878,3075296879,6352679853"
373175489,"5590681711,5590681698,3002874273,3766851577,3766851578,3766851579,3766851580,3766851568"
373175490,"3766851568,3766851562,6352608270"
374674863,"3780583103,3780583104,3780583105,3780583106,3780583107,5578857770,3780583108"
374697110,"3780796794,3780796792,6538080266,6537680757,3079784453,3079784492,6537725355,6157763222,6537725357,3001685723,6537781126,6538083161,3001685725,3079968951,6538083159,6538083157,3079969027,6521518013,3079965022,6521505975,6538083154,6164187557,6538083152,3001685728"
375345038,"3507931025,6149210596,3787142275,6507065910,2990964271"
399595482,"1726781971,6512172234,1334305789,6038233273,3077384380,6512172240,3077384381,6038265725,6512172242,1334305326,1334305535,3077384378,6038321772,1334305482,6038321754,6038321761,6512172244,1334305581,6512172246,1334305269,3077384375,6512127929,1334305202,6512127931,6542903137,3077384371,1334305682,6512127933,1334305758,6512127935,6038421268,1334305560,3757552972,6038421258,6366003398,1334305483,6366003400,3077384368,3077384369,6045380074,6512114742,1334305303,6512114744,6512114746,1334305651,6512114748,1334305317,6512110487,1334305395"
399595483,"4023191998,6537955999,6512172232,1726781971"
403474771,"4058228927,6512183349,6038347338,6512183351,4058228928,6512183353,6038333099,6038347337,6512175544,4058228929,6512175546,6038212669,4023191998"
403605434,"3065007379,3065040731"
403605435,"2992135374,3070395553"
403605436,"3070395553,3065007379"
403605437,"3065040731,2992135374"
404709476,"2991183952,4069805862,4069805863,4069805864,4069805865,4069805866,3757267576"
404710366,"4069811787,3050546210,3050546206,3050546214,3050546199,3050546202,3050546203,3050546204,3050546196,3050546188,3050546185,3050546186"
406777800,"1335188575,4088171797,6522082061,4088171798,4088171799"
406777801,"4088171800,4088171801,4088171802,6522082062,1335188540"
406777802,"6514058595,1335188597,6521760591,3758578481,6521760589,3758578487,6521765531,6158804893,1533987639,6158804967,6151755509,6522049999,6522095121"
406779270,"2991183908,4088228093,4088228094,4088228095,4088228096,4088228097"
408161670,"6528628235,6532626101,6532626116,6532626099,6532626097,420248781,6532626095,6045271320,6532626104,6045271329,6045512338,6045512332,3760247149,420248782,6045512326,6548471083,6045512320,6045512319,3760216245,1333379878,6548450555,420248785,6548471081,420248527,6047759242,3501136033,6047731987,6548471079,1333379867,6548471078,420248565,6563387839,6548471075,420248564,420248569"
408161672,"420249128,2990909957,3070081662,3070081661,3070108207,2990909959,6525506178,6509841532,1333379851,420249143,3070108208,3070108209,1333379833,6509834580,420248578,6509898608,420248970"
408166455,"1334305553,6512005390,1334305545,6511977423,3757552970,6511977425,3077384363,3513914869,1334305288,1334305747,6511971353,4058243984,6511971355,1334305407,6521403851,6511971357,1334305367,6511971359,6511955394"
420030059,"6038633676,4200163117,6540679635,6525474155,4200163119,4200163120,4200163121,4200163122"
420030907,"3065040727,4200171346,4200171347,4200171348,4200171349,4200171350,3067101002"
420030908,"2992135397,4200171351,4200171352,4200171353,4200171354,4200171355,4200171356,3065007381"
420030909,"3070395555,4200171357,4200171358,4200171359,4200171360,2992135403"
428995015,"2237821690,4281261587,4281261575"
430103981,"2237992877,4293658891,5577321980,4293658890,4293658888"
444480520,"420249558,6518996500,420249528,6518996497,6045414802"
447204615,"5020834330,6524786813,6524648531,5020834355,6524786810,6524786808,6524786807,3002053668"
469775419,"3065007933,3065031716"
469775420,"3065040666,6572669723"
469775421,"3065530392,6572694132,3065530345"
469775422,"1390463701,6038358258,4014809473,420248509,3756956171,420248466,3756956169,2237228575,3756956168,2237228573,668605125,3756956167,3756956164,420248468"
469775424,"2237261683,3065530376,3065530374,6556287688,3065530383"
469775425,"2237261588,5585953255,5585953247,6545231081"
474405990,"2171351966,2171351921,2171351953,2171351961,2171351931"
485212446,"4779885789,6235808612,4779885754"
486510207,"4791168346,4791168348,4791168347,4791168349,3070108203"
487198632,"4797076613,4797076610,4797076609,4797076608,4797076607,4797076611,4797076606,4797076605,4797076604,4797076548,4797076612,4797076603,6532779919,6157793166,6521099191,4797076602,345351408"
490639803,"6509742460,6509742459,6509742458,6509742457,6509742456,6509742455"
490639804,"6045261298,6509742450,6509742444,4828245152,6045261300,420249038"
490639807,"420248362,4828245166,6539231485,6539223084,4828245169,6539223082,6539231486,6539223081,6539223080,6539223079,6539231519,6539231487"
496807800,"3765451605,3765451592,6511535683,6511535682"
513390748,"5018671623,5018671655,5018671644,5885644059,5885644058,5018671630"
513706300,"5020834296,5020834298,6525623851,2576246060"
513706319,"5020834330,5020834331,5020834332,5020834333,5020834334,5020834335,5020834336,5020834337,5020834338,5020834339,5020834340,5020834341,6524786796,5020834342,5020834343"
513706321,"5020834343,5020834344,5020834345,6524786795,5020834346,5020834356,5020834347,5020834348,5020834349,5020834350,5020834351,5020834352,5020834353,5020834354,5020834355"
513706329,"5020834378,5020834379,5020834380,5020834381,5020834382,6524786792,5020834383,5020834384,5020834385,5020834386,5020834373"
514065122,"5023298349,5023298348,5023298347,5023298346,5023298345,5023298344,5023298343,5023298342,5023298341,5023298350,5023298340"
531683664,"6150108671,6150108670,5160833118,5160833117,5160833116,5160833115"
531683665,"5160833123,5160833122,5160833121,5160833120,5160833119,6150108671"
531683712,"5160833391,5160833390,5160833304,5160833401,5160833400,5160833399,5160833398,5160833397,5160833396,5160833395,5160833394,5160833393,5160833392,5160833391"
531683724,"5160833469,5160833448,5160833464,5160833468,6151791927"
531683726,"6151791926,5160833471,5160833463,5160833449,5160833470"
531683740,"5160833516,5160833557,5160833556,3756820756,5160833555,5160833554,5160833553,5160833552,6304672954,5160833551,5160833550"
531683744,"6540340724,5579308243,6513553534,6553630193"
531683747,"5160833595,5160833594,6513544609,6513553535,5160833593,6513553533,6539873480,5160833596"
565202475,"4683527929,6343024382,6343024383,6343024384,420266311"
567075914,"2694741821,1036552251,2694741812,1036552309,1036552413,5580787945,1036552624,110518410,6296194936,6296194958,6296194920,6296194899,6509866449,5580787946,6509866446,6296194962,6511617879,5580787963,6511617881,2236753628,6150746751,6511537347,5580787964,6511537349,6296194734,6511537351,5580787965"
579241608,"5547863092,5547863091"
579241610,"5547863090,5547863089"
579241611,"1759885372,5547863075,5547863074,5547863073,3754619345"
579241612,"3001689879,5547863079,5547863078,5547863077,6538608330,6538608329"
579241613,"1759885344,5547863082,5547863081,5547863080,3001689878"
579241614,"1759885370,5547863085,5547863084,5547863083,1759885352"
582163815,"420265991,345362486"
582163816,"5568437026,1038395039"
582163817,"345362486,5568437026"
582163818,"1038395039,420265991"
582163819,"1759733733,5568437029,5568437028,5568437027,3078294473"
582163820,"3078294471,5568437032,5568437031,5568437030,1759885448"
582163821,"1334352337,5568437035,5568437034,5568437033,3078294475"
582163822,"1759885460,5568437038,5568437037,5568437036,1333699119"
583338962,"5608979909,5576961274,5576961275,5576961276,5576961277,5576961278,5576961279,5576961280,5576961281,5576961282,5576961256"
583338963,"5608979906,5577089847,5576961299"
583338972,"5576999752,5726552589,5576999833,5576999834,5576999835,5576999836,5576999837,5576999838,5576999839,5576999840,5576999841,5576999842,5576999843,5576999844,5576999845,5576999846,5576999847,5576999848,6538602301,6538602302"
583346156,"5577074525,5577074527,5577074528,5577074529,5577074530,5577074531,5577074532,5577074533,5577074534,3074776204"
583346161,"5577074535,5577074536,5577074537,5577074538,5577074539,5577074540,5577074541"
583346164,"3074776167,5577074542,5577074543,5577074544,5577074545,5577074546,5577074547,5576999790"
583346174,"5577074566,5683215930,5577074567,5577074568,5577074569,5577074570,5577074571,6318681667,5577074572,5577074573,5577074574,5577074575,5577074576,5577074577,5577074578,5577074579,5577074580,5577074581,5577074582,5577074583,5577074584,5577074585"
583346205,"3074776716,5576999790,6318681675,5576999789,5576999788,5576999787,5576999786,5576999785,6235859248"
583346211,"5576961256,5576961257,5576961258,5576961259,5576961249,5576961260,5576961261,5576961262,5576961263,5576961250,5577089849"
583346396,"5576024150,5576024149,5576024148,4920726753,4920726707,5576024147,5577076765"
583346402,"5577076765,5576024146"
583346410,"5576024146,5576024145,4920726706,5577076784"
583346414,"5577076766,5576999768,5576999767,5576999766,5576999765,5576999764,6152142511,5576999763,5576999762"
583346419,"5576999769,5577076766"
583346440,"5576999773,5576999772,5576999771,5576999770,5576999769"
583346453,"5576024143,4920726705,5576999749,5576024142,5576024141,5576024140"
583346468,"5576999780,5576999779,5576999778,5576999777,5576999776,5576999775,5576999774"
583346475,"5576024140,5576024139,5577076786"
583346482,"5576999782,5577076785,5576999781,5576999780"
583346489,"5577076786,5576999750,4920726704,5576024138"
583348164,"5576961299,5576961298,5576961297,5576961296,5576961295,5576961294,5576961293,5576961292,5577089848"
583348166,"5577089848,5576961291,5576961266"
583348167,"5577089849,5576961245"
583354078,"5576999860,5577172180"
583366581,"826189840,5577321972,5577321973,5577321974,5577321975,5577321976,668585766"
583366583,"3766851571,5577321982,5577321981,5577321985,5577321980,5577321979,3766851575"
583366584,"3766851575,3766851574,4293658890,5577321984,3766851572,3766851571"
583366585,"5577321983,5577321984,5577321985,5577321986,5577321987"
583367216,"5576961266,5576961290,5576961289,5576961288,5576961287,5576961286,5576961285,5576961284,5576961283,5608979910"
583371343,"3074532135,6521811365,5577369713,6521811364,5577369714,3074532148"
583371344,"3074532144,5577369716,5577369717,5577369718,5577369719,5577369720,377686921"
583371345,"377686921,5577370121,5577370122,5577370123,5577370124,3074532030"
583371348,"5577370229,6518549375,5577370207,6518549373,5577370323,6518549371,6518565967,5577370336,6518565965,5577370206,5577370205,5577370204,5577370203,5577370202,6518569232,5577370201,6518569230,5577370200,5577370199,5577370198,5577370197,5577370196,5577370195,6518573948,5577370350,6518573946,5577370194,5577370193,5577370192,5577370191,6518602701,5577370190,5577370255,5577370252"
583371354,"5577370246,5577370254,5577370189,6518602702,5577370188,5577370187,5577370186,5577370185,6518573947,5577370351,6518573949,5577370184,5577370183,5577370182,5577370181,5577370180,5577370179,6518569231,5577370178,6518569233,5577370177,5577370176,5577370175,5577370174,5577370173,6518565966,5577370335,6518565968,6518549372,5577370324,6518549374,5577370172,6518549376,5577370171"
583373219,"5577389387,6518746809,6518755044,6518765055,6150083599,6518765053,5577389388,6149845810,6518765050,6518765051,6518765048,5577389390,6150083643,4088136524,6553650367,6149704858,6553650364,5577389391,6149845317,6518916698,5577390077,6518999463,6518965355,5577390069,6518965357,6518965358"
583373220,"6518965359,6518965356,5577390070,6518965354,6518999462,5577390078,6518916697,5577389397,6553650365,6149704857,6553650363,4088136523,5577389398,6518765047,5577389399,6518765049,5577389400,6150083588,6518765052,6150083598,6518765054,6518755045,6518746808,5577389401"
583373221,"5577390041,6511491325,5577389405"
583373224,"5577389419,5577389420,6511491326,6511372912,6511491324,6511479711,5577390055,6511478545,6511366457,6511478032,5952309868,6511478034,5577390021,5577390033,6511438534,5577390022,6543245037,5952309882,6543245039,5952309892,6543245041,5577390030,6543245043,5952309917,6543228750,5577389394"
583373225,"5577389418,5577389419"
583373226,"5577389405,5577389406"
583373227,"5952187015,6513809306,6513809304,5952187004,5952187007,5577389408,6513809302,6513800446,5577389409,5952187386,6513800444,5577389410,5577389411,5952187003,2236876112"
583373228,"5577390034,6509957156,5577389412,5577389413,6513800445,5577389414,6513800447,5577389415,6513809303,5577389416,5952187008,5952187010,6513809305,6513809307,5952187014,6511482945,5577389418"
583373243,"6149771697,6149771696,6543209767,6149892534,5577390094,5579203325,5577390095,5577390096,6149891080,5579203084,6543445074,5577390097"
583373244,"5577390098,6543445073,5579203085,5577390099,5577390100,5579203324,5577390101,6149892540,6543209768,6149771707,6149771695,6149771697"
583524658,"5578714739,5578716461,6150078928,6150078929,5706456416,6530193833,5578714769,6530193835,5706484565,6150200197,6529536471,5578714740,6529536473,5578714741,6529536475,5578714742,6529536477,5752971517,5578714743,5578714744,5578714745,6149727014,5578714746,5578714747,1616377591,6529226424,6529226423,6529226422,6529226421,6529226420,6529226419,6529226418,6529226417,6529226416,6529226415,6529257991,6532205339,6529226414,6532205341,6529226413,6529226412,6529226411,1616377700"
583524671,"5578716450,5578716472,6150200429,5578714772,5706670653,5578714773,5706670654,5578714774,5578714775,5578714776,5578714777,5578714778,5578714779,5578714780,5578714781,5578714782,5578714783,5578714784,5578714785,5578714786,5578714787,5578714788,5578714789,5578714790,5578714791,5578714792,5578714793,5683160775,5578714794,5578714795,5578714796,5578714797"
583524675,"6529226425,5578714724,5578714725,5578714726,5578714734,5578714735,5706735541,6529536478,5578714736,6529536476,6530460856,5578714737,6529536474,5578714738,6529536472,5706484564,6530193836,5578716451,5706484567,6530193834,5706456441,6530350668"
583524678,"3080245353,5578716448,6521687978,5578716440,5578716447,5578716441"
583524680,"2236907014,5578716442,5578716443,5578716444,5578716439"
583524683,"5578716452,5578716453,5578716454,5578716455,5578714771"
583524685,"5578714771,5578716456,5578716457,5578716458,5578716459,5578716460,5578716461"
583524688,"5578716462,5578716463,5578716464,5578716465,5578716466,5578714770"
583524690,"5578716467,5578716468,5578716469,5578716470,5578716471,5578716472"
583524717,"5578714813,5578714814,5578714815,5578714816,5578714817,5578714818,5578714819,5578714820,5578716421,5578716422,5578716423,5578716424,5578716425,5578716426,5578716427,5578716428,5578716429,5578716430,5578716431,5578716432,5578716433,5578716434,5578716435,5578716436,5706670655,5578716437,5706670656,5578716438,5753491257,5578716452,6530350669,5578714739"
583538114,"5578857480,5578857460,5578857470,5578857471,5578857472,5578857473,3502962656"
583538115,"420248442,3074485674,6038752363,6524975498,3756956180,6524975500,6553253362,6553253361,2237279687,3514854975,420248448,3514854976,6524966006,3514854978,1495033308,6524966008,3514854972,3514854973,420248456,6524925781,6524925779,6524917061,1333295351,5585953240,5585953241,3514847497,1333295300,1333295330"
583538119,"5578857500,5578857501,5578857502,5578857503,5578857504,5578857505,5578857506,1334202652,1334339059,1334202749,5578857493,5578857494,5578857495,5578857496,5578857497,5578857498,5578857499,1334202738,6041178086,5578857492,5578857500"
583538122,"3503107856,6570781706,5578857509"
583538125,"5578857491,5578857489,6518695159,3503107854"
583538126,"3504394176,3503083294"
583538127,"1334202637,5578857512"
583538128,"5578857512,6538626224,5578857514"
583538129,"5578857517,3504394168,3502972453,5578857478,6538629079,3502946444"
583538130,"5578857459,6038728487,5578857756,5578857755,6528832193,5578857758,5578857754,5578857753,5578857752,5578857751,5578857750,6570781717,5578857749,5578857748,3502954183,5578857769,3758869844,3504444177,3780583103,3503065494,3503107855,6570781707,3503107856"
583538134,"5578857758,5578857759,5578857760,5578857761,5578857762,5578857763"
583538135,"5578857764,5578857765,5578857766,5578857767,5578857768,5578857769"
583538136,"5578857723,5578857777,5578857782,5578857778,5578857779,5578857780,5578857781"
583539469,"6518654829,6518654828,5578866879,5578866880,5578866882"
583539470,"5578866882,5578866884,5578866885,5578866886,5578866887"
583539471,"6518654827,5578866890,5578866891,5578866892,5578866893,5578866894"
583539472,"5578866894,5578866895,5578866896,5578866897,5578866898,5578866900"
583548756,"5578958656,5578958657,5578958512,5578958511,5578958510,6150086187,6567975385,6567955081,5578958509,6150085998,6567955078"
583548757,"6572856733,6509658700,5578958504,5578958505,5578958515,5578958506,6509602977,6509602979,4027152134,6509425221,4281262565,6567975862,5578958516,6567955079,6150086073,4281262432,6150085154,6150085160,3133602400,4281262307,4027152142,6150086201,5578958513,5590913540,5578958517,5578958518,5578958658,5578958642"
583548761,"5578958479,5578958621,5578958622,5578958488"
583548762,"6572856732,5578958624,6568097302,5578958625,6568097300,6509658703,5578958626,6509658705,6511530948,3780802701,6511530945,6511530944,5578958627,6306164997,4281263383"
583548763,"4281263383,5578958628,6511530943,6511530946,5578958633,6511530947,6509658704,6568079365,5578958629,6568097301,5578958630,6568097303,5578958631,6509658702,5578958632,6561831102"
583548764,"5578958649,6308440249,5578958650,5578958651,5578958652,5578958653,5578958656,5578958654,5578958655,5578958637,5578958638,5578958641,5578958642,6308440251,5578958643,5578958644,5578958645,6308440250,5578958646,5578958647,5578958648,5578958639,5578958640,5578958649"
583548765,"6308440251,5578958659,5578958635"
583548766,"6308440249,5578958661,5578958662,6150086225,5578958663,3768476274"
583548767,"3768476274,5578958664,6150088458,6150086224,5578958665,5578958666,5578958653"
583548768,"5578958646,5578958667,6149740685,6149740484,6149740483,6149740482,6150086210,6149740481,6150086209,6149740480,6149740479,6150086268,6149740478,6149740477,6149740476,6149740475,6149740474,6149740473,6149740472,6149740693,6149740471,6149740692,6149740470,6149740691,6149740469,6149835652,6149740690,6149740468,6149740689,6149740688,6149740466,6149740465,6149740687,5588953596"
583576323,"1334305609,6149138553,5579200488,5579200489,5579200487"
583576326,"5579200487,6149031400,6149031413,5579200490"
583581383,"5579249086,5579249087,6521646464,5579249088,5579249089,5579249090,5579249091,5579249092,5579249093,5579283348,5579249094,5579249095,5579249096,6521965529,5579249097,5579249098,5579249099,5579283361,5579249100,5579249101,5847764481,5579253359,5579249102,6151713121,6151713129,5579249103,5579249104"
583581392,"5579253349,5579253351,6518653158,1759885302,1759885306,6518661197,1759885344,5547863087,5547863091"
583581394,"5579253352,5579253353,5579253354,5579253355,5579253356,5579253357,5579253358,5579249102,5579249070"
583581395,"5579249070,5579253359,5579253360,5579253361,5579253362,5579253363,5579253364,5579253365,5579253366,5579253352"
583581397,"5579249104,3174034558,6151713113,6151713108,5579249070,5579249071,5579249072,5579283362,5579249073,5579249074,5579249075,6521965528,5579249076,5579249077,5579249078,5579283349,5579249079,5579249080,5579249081,5579249082,5579249083,5579249084,6328205326,5579249085,5579249086"
583583898,"5579283368,5579284228,5579283369,5607511678,5579283370,5579283371,5579283372,5579283373,5579283374,6151713174,5579283375,5579283376,5607511695,5579284221,6150856251,5579283377"
583583902,"5579283378,6150856252,5579283420,5607511696,5579283379,5579283380,6151713175,5579283381,5579283382,5579283383,5579283384,5579283385,5607511679,5579283386,5579284229,5579283387"
583583908,"5579284290,5579284291,5579284292,6540491612,5579284293,5579284294,5579284295"
583583909,"5579284296,5579284297,5579284298,5579284299,5579284300,5579284301"
583583910,"5579284302,5579284303,5579284304,6540491613,5579284305,5579284306,5579284307"
583583911,"5579284308,5579284309,5579284310,6540491611,5579284311,5579284312,5579284313"
583585968,"5579308221,5579308222,6513658725,5579308223,6513553463,5579308224,6513658724,5579308225,5579308226,5579308227"
583585970,"6563824425,5579308228,5579308229,6513553468,5579308230,5579308231,5579308232"
583585971,"5160833581,5579308233,6513658728,5579308234,5579308235,5579308236,6513553460,5579308237,5160833512"
583585972,"5579308238,5579308239,6513553467,5579308240,6513658726,5579308241,5579308242"
583586957,"1334204304,6547815457,5579319650,3048784643,3048784642,3048784641,6547817866,3048784640,6547817868,6150123674,3048784647,6525551329,3048784639,5579319633"
583747720,"6511729297,5580787515,668605139,2236754718,5580787516,5580787923,6512123388"
583747721,"6511494075,5580787494,6511494072,5580787504,5580787495,5580787496,5580787497,5580787498,5580787499,6553807320,5580787500,5580787501,5580787502,5580787503,6511528074"
583747727,"5580787935,6509866448,5580787936,5580787937,5580787938,5580787939,5580787940,5580787941,5580787942,5580787943,5580787944,2694741821"
584369021,"5585953241,5585953238,6524863554,5585953242,2237284256,5585953231"
584369023,"2237261662,5585953248,5585953249,5585953250,5585953246"
584775706,"3779060015,5589299571,5589299253,5589299598,5589299254,5589299255,5589299256,5589299257,4278654040,6149809446,5589299258,5589299259,5589299260,5589299261,5589299262,5589299263,5589299264,5589299265,5589299266,5589299267,5589299268,5589299269,5589299270,5589299271,5589299536,4278654062,4278654070,4278654074,5589299272,5589299273,5589299537,5589299274,5589299275,4278654100"
584775715,"4278654100,5589299276,5589299277,5589299278,5589299279,6149809407,5589299280,5589299533,5589299281,5589299282,4278654055,5589299283,5589299284,5589299285,5589299286,5589299287,5589299288,5589299289,5589299290,5589299291,5589299292,5589299302,5589299293,5589299294,5589299295,5589299300,5589299296,5589299297,5589299597,5589299298,5589299570,5589299299"
584775718,"2237914895,6148975930,5589299557,5589299555,5589299587,5589299558,5589299546,5589299585,5589299559,5589299560,5589299561,5589299583,5589299562,5589299545,5589299563,5589299564"
584775722,"2237814559,5589299596,5589299594,5589299593,5589299590,5589299589,5589299588,5589299592,5589299573,5589299572,5589299571,5589299570,5589299569,5589299568,5589299567,6151994909,6151994950,5589299566,5589299565"
584775723,"5589299564,5589299565"
584778896,"5589326746,6563202756,6570332791,6570332792,3072257123,6563202758,6150662211,6563202759,6563202760,5589326745,6150108890,6563202761,6563202762,6563202763,6150108889,3072257126,3065616000"
584781378,"3100254324,6159469031,3926775006,5922525998"
584781379,"3926775006,5589350523,5589350524,5589350525,5589350519"
584781382,"5922525998,5589350535,5589350513,5589350536"
584781383,"5589350536,5589350537"
584781384,"5589350537,5589350538,2476121619"
584783112,"2171008206,5589362147,5589362146,5589362145,5589362150"
584783113,"1038395029,5589362142,5589362141,5589362143,1038395053"
584939218,"6352608249,5590681640"
584939219,"5590681658,5590681735,5590681659,5590681660,6352608264"
584939220,"5590681676,5590681677,5590681678,5590681665,5590681655,5590681679,5590681680,5590681681,5590681666,5590681667,5590681670,5590681671,5590681672,5590681673,5590681684,5590681674,5590681675,5590681668,5590681669,5590681658,5590681676"
584939221,"5590681671,5590681682"
584939222,"5590681683,5590681684"
584939225,"5590681710,6352608264,5590681711,6352608263,5590681661,5590681712,5590681713,5590681714,5590681715,6352608270,5590681716,5590681717,5590681700,5590681701,5590681704,6352608269,5590681705,5590681706,5590681707,5590681662,5590681708,6352608268,6352608267,5590681709,5590681702,5590681703,5590681710"
584939227,"6352608267,5590681663,5590681664,6352608265,6352608266"
584939229,"3002874304,5590681718,5590681704"
