wayid,nodes
695083220,"3065040726,6532274290,3065040727,6525474158,3065040731"
695105679,"3065007401,6529297306,3065559069"
695105680,"2992135355,3065007399,3065007400,3065007401"
695105681,"3065007379,6525474159,3065007381,3065007382,3065007383,3065007384,3065007385,3065007386,3065007387,3065007388,6532335780,3065007389,6532207714,3065007392,3065007393,1333303507,3065007394,3065007395,6038506970,3065007396,3065007397,3065007398,2992135355"
695295262,"6419825752,6419825751,6132815852,6132815853,6132815854,6132815858,6132815859"
695295263,"6132815848,6132815849,6419825754,6132815850,6419825753,6132815851,6419825752"
695295264,"2991183919,6524321307,3757267580"
695295265,"420248571,6524321309,2991183917,2991183919"
695295266,"6529739229,6524321311,420248571"
695295267,"4088228097,2991183912,6522192718,2991183914,4080942993,6529739229"
695295268,"2991183884,2991183894,6040711610"
695295269,"6529739230,6524195358,2991183884"
695435182,"6512111078,6512111077"
695446624,"6530229487,6530229491,2991819236"
695446625,"1616276760,6512003603,3754596962,6530497239,1333333032,6530497241,6530229487"
695485772,"6530350668,5578716462,6530350670,5578716450"
695490086,"6530363600,6530363597,420248763"
695490087,"2991819236,6530229490,3514033913,6530363600"
695492222,"6530352678,3001689879"
695492223,"3001689879,1759885346,5547863090"
695496039,"2991011701,6530392755,6528564577,6524846317,1334198744,6530432128"
695496040,"2991816816,2991011708"
695496041,"6530432130,2991816818"
695496042,"2991816818,6525016447,6530392754,2991816816"
695496270,"6530427349,6518778053,3070300098"
695496271,"1333258669,6518778051,6530458895,6530458892,6530427349"
695502611,"6530449559,6530363595,2991816832"
695502612,"2991816819,6530393388,2991816821,6530363590,2991816824,2991816826,2991816827,2991816829,3514033911,6530449559"
695502613,"1334198766,2991816819"
695502614,"6530432128,1334198766"
695504113,"6530497242,6530497240,2991819237"
695504114,"2991816832,6530363596,3514033912,6530229489,420249033,6530229492,6530497242"
695506825,"6530479483,1333362006,6530479484"
695506826,"6530479484,6512003611,3514082737,6045346535,2991819244,6555689151"
695506954,"5577389406,6530526954"
695510005,"3514086537,6045271309"
695510006,"6045271309,6528699154,2988146975"
695510007,"2988146945,2988146970,3514086537"
695510379,"1334305836,6511977424,6512005387"
695510380,"6530536095,6511977426,1334305836"
695510381,"6530536096,6511971356,420249316"
695510382,"3512524135,6511971358,6530536096"
695510383,"6530536097,6511971360,3512524135"
695510384,"3510641735,6511955397,6530536097"
695511481,"2988146966,3068684716,420248911"
695511482,"2988146972,2988146979,420248322,1333303381,3068684713,3068684714,3068684715,2988146966"
695511484,"2988146972,2623083098,2990909264,2988146962"
695511626,"420248434,6512172118,420248430"
695511627,"1334305720,6512127934,3077384373,3077384372,6512127932,420248433,6512127930,3077384374,420248434"
695511628,"6512114747,6512114745,1334305337"
695511629,"1334305770,6512114749,1334305517,6512114747"
695511630,"6530515868,1334305770"
695511631,"1334305778,6512110488,420249391,3757552971,6530515868"
695511632,"6530515869,6512110490,1334305778"
695511633,"420249257,6162547110,6512005389,420249338,4023138728,6530515869"
695512743,"1334305345,6512193104,420248384,1726781979"
695512744,"6530582109,6512193106,1334305345"
695512745,"1334305444,6512188001,1334305797"
695512746,"1334305390,6512183348,1334305444"
695512747,"6530582110,6512183350,1334305390"
695512748,"1334305604,6512183352,6530582110"
695512749,"6530582111,6512183354,1334305604"
695512750,"1334305853,6512175545,6530582111"
695512751,"6530582112,6512175547,1334305853"
695512752,"1726781974,6512172233,420248376,6530582112"
695512753,"6530582113,420248383,6512172235,1726781974"
695512754,"420248378,6512172243,3077384379,6512172241,3077384385,6530582113"
695512755,"3077384377,420248378"
695512756,"420248430,6512172245,1334305696,3077384376,3077384377"
695513018,"2623083098,2988146967"
695544822,"3501206652,6531294019,6531294018,6531294017,6531294016"
695632873,"6532141634,6525047604,1334170358"
695632874,"1334170358,6525047606,6040965304,6525047607,3070253467,3070253464,3070253461,3070253459,420248298"
695635072,"6532181416,1334170195"
695713363,"6532779918,6518887461,1334101705"
695713364,"1334101705,6518887462,6518887464,1334101710,6518887466,6570393464"
695838761,"6534053867,6533216875,2992135425"
695838762,"2992135425,2992135432,6521491154,6521562291,2992135668"
695838763,"3070395635,6533250904,6038633661,3070395617"
695838764,"3070395617,3070395575,3070395570,3070395555,6525474154,3070395553"
695838765,"3070396244,1261738019"
695838766,"6534053868,6522135552,3070396244"
695838767,"3070295895,6533250912,3070295894,6533250910,1334169907,6533250908,3070295888"
695838768,"3070295888,6533250906,6534065887,1334169628,6534053868"
695838769,"6534053870,6533250914,3070295895"
695838770,"3070295900,6533196870,3070295898,3070295896,6534053870"
695838771,"1334169795,6533196876,3070300044,3070300039,3070300035,3070300034,3070295928,3070295924,3070295923,3070295921,3070295917,3070295911,3070295905,6534053871,6533196872,3070295900"
695838773,"6534053872,6533196878,1334169795"
695838774,"3070300080,3070300076,6518634965,6534053872"
695838775,"6534053873,6518634968,3070300081,3070300080"
695838776,"3070397248,6518634964,3070300082,6534053873"
695838777,"3070300083,6518634962,3070397248"
695838778,"3070300086,6518733141,3070300085,3070300083"
695838779,"6534053874,6518733139,3070300086"
695838780,"3070300087,6518727283,6534053874"
695838781,"6534053875,6518727281,3070300087"
695838782,"1334170239,6518727279,3070300090,6534053875"
695838783,"6534053876,6518727277,1334170239"
695838784,"3070300098,6518778055,3070300095,1333246087,6518727273,3070300093,6534053876"
696168833,"6537225180,6512003609,3754570967"
696168834,"6308461405,6511836340,2991819251,2991819249,3071486516,6512003610,6530529085,6537343237,6537225180"
696169687,"6537282626,6512003607,1616276760"
696169688,"3754570967,6537282626"
696213497,"6332251764,6512183347,4058228927"
696213498,"1726781976,1334305689,6512193103,1334305491,6512193105,1334305438,4058228924,4058228925,6512193107,1334305599,6512188000,6537772698,6332251764"
696213820,"6537725356,3079784493"
696213821,"6537769450,6537725356"
696213822,"3001685729,6538083151,3066448871,6538083153,6521505974,3001685727,6521518012,3079968997,6538083156,3079968969,3001685726,6538083158,3079968950,1759885224,6538083160,5160833168,6157763263,6537781125,3001685724,3780788606,6537725358,6537769450"
696256725,"6164917334,6164917335"
696257600,"6538354270,6518778050,1333258669"
696257601,"6164917334,6514299281,3070300111,6540389277,6538354270"
696280523,"5547863091,5547863090,5547863086,6538608329,3078638442,6521291439,6521411808,3078638450,6521411810,6521395023,3079969085,6521395025,6514066696,1759885399"
696280524,"6538608328,6514066697,6521395026,3079969084,6521395024,6521411811,3078638449,6521411809,6538608327,6521291438,3078638441,1759885372,5547863076,5547863089,5547863092"
696280889,"3074532031,6538579144,6538579145,2289103467,6538579146,6538579147,6329927819"
696348473,"6525433034,6045261299,2623049961"
696348474,"2623049961,6539223073"
696348475,"6539223072,6525433034"
696348476,"420249038,6545181515,420249042,6525433032,6525445964,6525445963,6528693436,6525445961,6525480484,420249060"
696348477,"6539223069,6539223078,6539223077,6539223076,6539223075,6539223074,6539231487,6509629166,2623049963"
696348479,"6539231489,6539231492,6539231493,6539231494,6539231495,6539231490,6539231496,6539231497,6539231498,6539231499,6539231491,3753009167"
696348480,"6539231511,6539231500,6539231503,6539231504,6539231505,6539231506,6539231501,6539231507,6539231508,6539231509,6539231510,6539231502"
696348482,"4828245157,6509742470,6509629167,1333303427"
696351477,"2991011690,6419825755,6132815848"
696351479,"2991011688,6539256104,6539256103,6539256105,6539256094,6539256102,6539256098,6539256101,6539256097,6539256100,6539256096,6539256099,6539256095,6539256093,6132815832,6132815827,6524566173,6132815831,6528835548,6528835547,6524566172,6529466754,6132815828"
696407664,"1333762884,6235808381,1333698747"
696417328,"6539951229,6150109008"
696417329,"3756830665,6539951229"
696461018,"5896811068,6540364282,1334202625,1334202752"
696461019,"5896811064,6539928517"
696461020,"1333361964,5896811065,5896811064"
696461021,"6539928524,5896811069,5896811060"
696461022,"5896811070,6539928518,6539928524"
696461023,"6543052611,5896811079"
696461024,"5896811080,6543052611"
696461164,"6540375394,3066784890"
696461165,"3070467292,3066784891,6540375394"
696461167,"3066784889,6540491601,5579284313,6540491610,5607511701,3066784888,6540679642"
696461168,"3066784894,3066784892,3070467292"
696474951,"5579284296,6540491603,3756844391"
696474952,"3756844391,5579249110"
696474953,"5579284308,6540491608,3066784889"
696474954,"5579284290,6540491602,3066448853,3756844391"
696474955,"3070467250,6540679639,3072256873,6540491609,5579284290"
696474961,"5579284302,6540491606,5579249110,3066784889"
696474962,"3066784890,5579284302"
696498215,"6540679642,6540679638,3070467249"
696498216,"3070467249,6540679641,3066784886,3768408965,3066448850"
696525070,"6541039917,6541039916,6541039911,6541039915,6541039914,6541039913,6541039912"
696525071,"6541039923,6541039922,6541039921,6541039920,6541039910,6541039919,6541039918"
696680744,"6542521531,6542521527,6546130180,6542521529,6542521528"
696700362,"6542719490,6542719491,420248855"
696704936,"6542763279,6542763277,6149771334,3759835479,5579203119,5579203336"
696721595,"6542926569,6542926568,6542926567,6542926566"
696728851,"5896811078,5896811080"
696728852,"5896811079,5896814501,5896811077"
696747456,"6149771373,6543228760"
696747457,"6543228761,6149771358,6163916056"
696775607,"3503083294,5578857507,6518695158,1334202693"
696775608,"5578857491,1334202637"
696778035,"6543549039,6518652941,1334202594"
696778036,"6040698062,6518657530,6543549039"
696778037,"6543549040,6518657531,6040698062"
696778038,"5578857492,5578866887,6518654833,6530448254,5578866888,1334202602,1334202656,3544799201,1334202712,3544799202,6543549040"
696815223,"3259983518,6547928751,3259983517,1334204354,1334204406,6524990821,6524990822,1334204316"
696943355,"6539223073,420249038"
696943356,"420248398,6539223072"
696943479,"5896811068,6540364281,5896811067,5896811059,6540375388,5896811066"
696946402,"6545231081,3065530386,2237261683"
696978168,"2236876112,6509957155,6545666658,2236876076,6149139886,2236876109,6513886275,2236876095"
696978169,"2236876095,6513886273,6545742976,6545607785,2236876090,6545537283,3230311738,3080336301,6545679845,3759834811,3759834809"
697009173,"3070467261,6563349367,6563349366,6563349365,6545893615,6563349364,6563349363,6563349362,6545893614,6563349361,6545893613"
697013857,"3070396782,3070396787,3070396794,3070396800,3070396804,3070396805,3070396810,3070396812,3070396816,3070396819"
697017661,"6545935180,6546018034,6545935178,6546018033,6545935179"
697020757,"6546020086,1334169962"
697020758,"1334169962,1334170046,6532181416"
697022613,"5706377146,6546013526,6546013525,6546013524,5755135068"
697022614,"5706377147,5706377146"
697170802,"6547913000,6511969872,3644874401"
697170805,"3080086579,6511969867,6547913000"
697170806,"3780796799,6151805331,6521850463,3780796798,3001685717,3001685718,3780796797,3001685721,6511969864,3080086579,3080086784"
697200463,"6548202094,6548202093,6548202095,6548202092,6548202091,6548202090"
697200466,"3070253299,4861510242,2991183864,2991183862"
697200467,"2991183862,6548202089,2991183865,6548202087,2991183866,2991183868,6041161939,6041161940,6041161944,6040776239,2991183897,2991183900,2991183901,2991183902,2991183903,5896858567,1726781951"
697815100,"6150109008,6553419314"
697815101,"6553419314,6513553532,6540340724"
697815905,"6513544610,3434535737"
697816555,"6553448533,3073613173"
697816556,"2237441373,6150233440,2237441361,6553448533"
697832826,"6553630193,6553630194"
697832827,"6553630194,6513544610"
697832828,"3434535737,2237804249"
697848953,"6511476962,6511476963,6511476969,6511476961,6511476970,6511476971,6511459622"
697852359,"5580787965,6150746707,6150746706"
697852360,"6150746706,6511528077,5580787930"
697852361,"6150746705,6150746708,6511537352"
698046188,"6555689151,2991819245,2991819243,2991819242"
698111716,"3074776637,5739925202,3074776643,3074776260,5739925173,6162598601,3074776300,3074776698,3074776384,3074776652"
698115403,"3080182129,6041174780"
698115404,"6556217414,6518637483,3080182129"
698115405,"6041174780,6518637480,6518657534"
698280419,"6557855447,6557855446,6557855445,6557855444,6557855439,6557855443,6557855437,6557855442,6557855436,6557855435,6557855438,6557855441,6572774365,6557855440,2237284256"
698284471,"3074776458,3074775499,4014840818,3074776183,3074776290,3074775981,3074776297,3074776425,3074776264,3074776267,6162598670"
698284472,"3065031711,3065031707,3065031709,3065031706,3065031710,3065031705,3074775470,3663545551,5585953228"
698355049,"1333763250,1663656994"
698355050,"1663656993,1626440386"
698355051,"6558503713,6507265947,6511468099,1333762959"
698355052,"1333762959,6511468097,3510593713,3510593714,1036552274,1333762994"
698360845,"420249240,1333699208,3754635386,6509731724,1333730271,6509731725,6509731723,6558557460"
698360847,"6558557464,6326583174"
698360849,"6326583174,6558614143,3754612057,6326583177,6568275620,6558590838"
698363596,"6558561545,6558561543,6558561542,6558561541,6558561540,6558614137"
698363597,"6558557460,6558557463"
698363598,"6558557463,1334101425"
698364719,"6558590833,6325029624,6558590832"
698364720,"1334101425,6558614139,6149210592,1759885470,6558590833"
698364721,"6558590838,6558590837,6558590836,6558590835,6558590834,6558590833"
698367627,"6558614137,6558614141,6558561539"
698367631,"6558561539,6558614136,6558561538,6558561537,6570480435,6558561536,6567959425,6558561535,6558561533,6558561534"
698693075,"6560996044,6558614138,1333698894"
698693076,"1038395039,3507197235,1333699119,6558561527,6558561531,6157808576,1333730212,6560996044"
698760598,"3757050351,6539928516,1334208679"
698760599,"5896811075,6520986639,6520986640"
698760600,"1334202694,5896811075"
698762088,"5896811074,6540364283,6539928523,5896811075"
698762089,"6520986640,3757050351"
698765531,"6561635122,6543053296,6040785821,1334202669"
698765532,"1334208679,1334202751,1334202739,6520986671,6520986689,3780592161,6040785814,6561635122"
698930544,"3065559070,3065040703,3065040704,3065040707,1261835373,3065040709,3065040710,3065040711,3065040712,6529171733,3065040713,6528848663,3068632439"
698936203,"420248975,6518922602,6542671556,420248588,6542671555,6542671554,1333379813,6542671553,6542671552,1333379836,1333303457,420248849,6542719489,420248855,6542845048,420248773,6542749954,420248788,6542749952,6543022735,420248791,6543022733,6543026626,420248786,6543026625,6040740880,6040742785,3068684702,2988146980,6528628235"
699424283,"6509731725,6567911203"
699424284,"6567911205,6568704850,6567911204"
699424285,"1333698894,6558557462,1334101601,6509731722,6567911203,6567911204"
699424286,"6567911203,6568704849,6567911205"
699429932,"6567955078,6567955080,6150086060,5578958508"
699429933,"5578958507,6509602980,6509602978,5578958514,5578958501,5578958502,6539176452,6509658699,5578958503,5578958493"
699431641,"6567975861,6509425222,5578958507"
699431642,"5578958508,6567975863,4281262577,6567975861"
699456315,"6164187556,6528701057,3079802154"
699456316,"3079802154,3079802115,6513323437,6528775918,6568110461,345362457"
699466696,"3066784889,3066448853"
699466697,"6521965544,3768408961"
699466699,"5579284235,6521965543,3066784902,3066784901,6521965544"
699468956,"6568357071,6568357070,6568357069,6568357068,6568200712,6568357067,6568357066,6164187550"
699482979,"6568468106,6568468107"
699482980,"6519104676,5160833562,6568468106"
699482982,"6568468109,6519062591,4428039265"
699482983,"6519102660,5160833564,5160833563,6568468109"
699482984,"6568468110,6519102660"
699482985,"3756820747,6511969862,6568468110"
699492395,"6568551119,6524911097,5160833146"
699492396,"5160833146,3079784451,6524911095,3079784510,6524911093,6524915567,3079784503,6524915564,6537725353,3079784452,3079784453"
699492397,"5160833546,6573460841"
699492398,"6573460841,5579308221"
699492399,"5160833558,5160833516"
699492400,"6568468107,6307149905,5160833561,6151804771,5160833560,5160833559,5160833558"
699493783,"6568574013,6540679640,3070467250"
699493784,"3066448846,3768408964,3066448851,6568574013"
699497740,"6558590832,1759733733"
699509975,"6568704830,1333762727"
699509976,"1333762727,6149210618,6149210616,6149210606,1333762605,1333762884"
699509978,"6558561534,6568704849,6568704850,6568704848,6568704847,6568704842,6568704846,6568704845,6568704844,6568704839,6568704835,6568704838,6568704837,6568704836,6577660418,6577660417,6577660416,6577660415,1333762884"
699669044,"2237312077,6547847718,3756956159,3756956157,2237312070"
699669045,"3072257123,2237312077"
699669046,"2237441365,2237312068,6547847717,3072257123"
699669047,"3073613173,6570232836,6150233275,6150233262,6150233291,6150233290,2237441360,6150233237,6150233242,6150233307,6570294786,2237441363,2237441365"
699670677,"2237312077,668605122"
699673887,"2237312070,3072257246"
699674195,"6570318363,6569162502,2236907025"
699674196,"6570318364,6569162488,2236967826"
699674197,"2236907045,2236907047,6569162493,6570318364"
699674199,"6570318372,6570318371,6570318370,6158635780,6570318369,6163923745,6570318368,6570318367,6570318366,5579200481"
699677076,"1964045008,6570393105,6570393104,6570393103,6570393102,6570393101,6570393100,6570393099,1964063929"
699678484,"6570392018,6521430308,1759885415"
699678485,"1759885415,6521430311,3080086757,6521418851,3080086769,1759885370,5547863093,5547863092"
699680058,"6570393464,6157808566"
699680059,"6157808566,1759885460"
699680060,"1759885460,1038395055,1038395039"
699682997,"6558561527,6558561528,6558561529,6558561532"
699689158,"6570480436,6558561544,6558561545"
699689159,"6558561532,6570421877,6558561530,6570480436"
699706389,"6570627770,6570627769"
699706390,"420248461,2237312091,3073615226,420248463,6571008722,2237312075,6571008724,2237312082,6570912115,420513549,6570627770"
699706391,"6570627772,6570627771"
699706392,"2237312079,6571008723,2237312083,2237312085,6152034130,2237312095,6152033231,2237261666"
699723781,"3080086784,6511969865,3780796794"
699723782,"3079784493,3079784452,6537680758,6151804743,3079784499,6538080265,3780796793,3514882506,6511969866,3756820747,3756833433"
699725337,"6570776178,6518637481,1334202611,3544806651"
699725338,"1334202594,6518652945,6570776178"
699725341,"5578857509,1334202693"
699725344,"3503068083,3503107856"
699736197,"1334170308,3065007412,3065007413,3065007414,3065007415,3065007416,3065007417,1333287963,3065007418,3065007419"
699736198,"6524680208,1334170308"
699751383,"6152034158,2237312079"
699751384,"6570627771,6570672325,6570672322,2237312097,6570912116,6571211818,2237312056"
699752463,"6570954858,6532840247,3080182071"
699752464,"3544806651,6518637479,1334202741,3544800463,6570954858"
699757907,"6571000806,6571000807,6571000808,6571000809,6571000805,6571000800,6571000804,6571000803,6571000802,6571000801,3758528656"
699758093,"6571009793,5896811072,5896811080,5896811079"
699758094,"6539928524,6540375387,1333368244,6539928519,6571009793"
699766421,"6571058084,6571058083,6571058082,6571058081,6571058080,6571058079,6571058078"
699780850,"2237312056,6571008725,6152034158"
699783027,"6571200372,2237261677"
699783028,"2237261677,2237261600,2237261636,3756956177,2237261662"
699786574,"2237261662,3756956178,2237261588"
699786576,"6571249396,1390463701"
699786577,"5585953244,5585953245,3065530385,2237226027,6038357828,420248511,1333287959,3756956176,1333287919,1390463695,6571249396"
699789414,"3065040678,3065040679,3065040680,3065040681,6524713568,3065530401"
699789415,"3065040670,6572669720,3065040672,3065530363,3065040674,3065040675,3065040676,3065040677,3065040678"
699909338,"6572669723,3065040670"
699909339,"6572669725,6162598646"
699909340,"5585953228,3074776024,3074776482,3074776187,3074776185,3074776912,3074776163,6571073085,3074776458"
699909341,"3074776652,3074775456,6571073088,3782899180,3074775514,6162598522,4014840816,4014840817,3074776254,6162598514,3074776448,3074775504,3074776899,3074776140,3074775977,6572669725"
699915735,"1334170330,6529297308,3065559070"
699927085,"1333295330,6556287689,5585953244"
699927086,"3065530383,2237293130,6557855447,6572774372,3514847496"
699929342,"5578958496,3001685714,6572856731"
699929343,"5578958494,5578958623,6509658701,6572856732"
699929344,"6539176451,6572856733"
699929410,"3503107854,1334202769"
699999279,"6573460840,5160833581"
699999280,"5160833581,6513912971"
699999281,"5579308221,6513912970"
700136640,"6574777893,6521265311,1759885252"
700136641,"1759885252,6521265309,1759885250,1759885247,1759885245,6568110463,1759885243,5847765422,6568110462,5847765425"
700207087,"6521932370,6326636737,1759885434"
700207088,"1759885434,6521932373,1759885432,6521905858,1759885431,6521905860,6157962959,3754622302,6157962942,6521918978,6521918980,1759885429,6521918982,3078637220,1759885423,6570392018"
700382171,"6506709246,6577256896"
700382172,"6577256896,1410502771"
700931821,"6522095121,1335188575"
703780448,"6539223067,6539231521,6509742455,6509742462,6608784871"
703780449,"6509742461,6539223067"
703791943,"6608784871,6513377658,6335187424,6525422579"
703791944,"420248876,6509742466,6509742448,6539231522,6045261298,4828245165,6539231517,420248362"
